	Negative	Positive	TotalFreq
ambil	1	0	1
ambition	0	2	2
ambitious	0	2	2
ambivalent	0	1	1
ambling	0	1	1
ambrose	0	1	1
ambrosio	1	1	2
ambs	0	1	1
ambulance	5	1	6
ambular	1	0	1
ambull	1	0	1
ambulls	1	0	1
amc	2	1	3
amcas	1	0	1
amcom	0	1	1
amd	2	1	3
amda	1	0	1
amdocs	1	0	1
amdroid	0	1	1
ame	2	0	2
amec	1	0	1
amekataa	1	0	1
amelia	2	0	2
amelie	1	2	3
amellia	0	1	1
amen	6	14	20
amena	0	2	2
amenn	0	1	1
amer	1	0	1
america	28	30	58
american	21	37	58
americans	6	2	8
americas	1	3	4
americone	1	0	1
amerika	0	1	1
ames	1	0	1
amf	0	1	1
amg	1	0	1
ami	2	2	4
amie	0	2	2
amiga	1	1	2
amigaaaa	1	0	1
amigas	0	1	1
amigo	1	2	3
amigos	0	4	4
amin	0	1	1
amirah	1	0	1
amiss	0	1	1
amity	0	1	1
amjust	0	1	1
amjw	1	0	1
amm	1	0	1
ammeerrrriicaaaa	0	1	1
ammm	2	1	3
ammmm	1	1	2
ammmmaaaaaazzzzing	0	1	1
ammmmm	1	0	1
ammonia	0	1	1
ammoxxx	0	1	1
ammunition	0	1	1
amn	0	1	1
amnerica	1	0	1
amnesiac	0	1	1
amny	1	0	1
amo	1	3	4
amoebas	0	1	1
amoebasarefunny	1	0	1
among	1	5	6
amongst	5	6	11
amooo	0	1	1
amor	1	2	3
amore	0	1	1
amos	1	2	3
amost	0	1	1
amount	11	21	32
amounts	5	4	9
amour	1	1	2
amourous	1	0	1
amp	2	2	4
ampache	0	1	1
ampang	0	1	1
ampe	1	0	1
amper	1	0	1
amphetamine	1	0	1
amphitheatre	0	1	1
ampinoy	0	1	1
amplifier	1	0	1
amplify	0	1	1
amputee	1	0	1
amro	0	1	1
amrutanjal	0	1	1
ams	0	1	1
amsterdam	7	9	16
amt	1	1	2
amtrak	3	1	4
amuse	0	2	2
amused	1	6	7
amusement	1	3	4
amuses	0	4	4
amusing	4	12	16
amusment	1	0	1
amv	1	0	1
amy	13	23	36
amys	1	1	2
amzing	0	1	1
an	889	837	1726
ana	6	9	15
anaconda	1	0	1
anad	1	0	1
anaheim	1	0	1
anak	1	2	3
anakalypsoun	0	1	1
anal	1	5	6
analeigh	1	1	2
analiesse	1	0	1
analog	1	3	4
analyse	2	0	2
analysing	1	0	1
analysis	3	5	8
analytic	0	1	1
analytics	2	3	5
analyzing	2	1	3
anamoly	1	0	1
anand	0	1	1
anansie	0	1	1
anaphylaxis	1	0	1
anasazi	1	0	1
anatolia	1	0	1
anatomy	12	2	14
anberlin	2	0	2
anc	0	1	1
anchor	0	2	2
anchoring	1	0	1
anchorwoman	0	1	1
anchovies	1	0	1
ancient	4	7	11
and	8771	8491	17262
anda	1	1	2
andall	1	0	1
andami	0	1	1
andand	22	30	52
andandand	1	0	1
andandbrothers	0	1	1
andandhole	1	0	1
andandx	1	0	1
andarent	0	1	1
andasked	0	1	1
andbad	1	0	1
andblack	1	0	1
andc	1	0	1
andcan	1	0	1
andchattin	0	1	1
andd	1	1	2
anddd	0	2	2
andddd	0	1	1
anddddd	1	2	3
anddoes	0	1	1
anddunkin	0	1	1
andeats	0	1	1
andegg	1	0	1
anderrands	0	1	1
anders	0	2	2
anderson	4	1	5
andersonville	0	1	1
andeverything	0	1	1
andfunnything	0	1	1
andgive	0	1	1
andgo	1	0	1
andguess	0	1	1
andheart	0	1	1
andhra	0	1	1
andi	2	2	4
andich	0	1	1
andie	0	2	2
andim	0	1	1
andiranelection	1	0	1
andit	0	1	1
andjob	0	1	1
andkids	0	1	1
andlost	0	1	1
andmake	0	1	1
andmorgan	1	0	1
andnba	0	1	1
andnd	0	1	1
andnow	0	1	1
andonlyme	1	0	1
andoo	0	1	1
andplay	0	1	1
andpreach	0	1	1
andr	0	1	1
andrachel	0	1	1
andre	2	0	2
andrea	3	9	12
andreas	0	2	2
andref	0	1	1
andreita	0	1	1
andrew	8	13	21
andrews	0	2	2
andrewwww	1	1	2
android	2	5	7
andromeda	1	0	1
ands	0	1	1
andsaid	1	0	1
andshe	1	0	1
andstraightfwd	1	0	1
andsunglasses	1	0	1
andswere	0	1	1
andthanks	0	1	1
andthe	1	2	3
andthinkn	0	1	1
andtook	0	1	1
andupdates	0	1	1
andwe	1	0	1
andwith	0	1	1
andy	16	25	41
andyclemmensen	0	5	5
andyhurleyday	0	11	11
andys	0	1	1
ane	1	0	1
anesthesia	1	0	1
anesthetics	1	0	1
anesti	0	1	1
anew	0	3	3
ang	14	12	26
ange	0	1	1
angel	12	21	33
angela	4	1	5
angeles	8	5	13
angelic	0	2	2
angelika	0	1	1
angelina	2	1	3
angeline	1	0	1
angelireul	0	1	1
angelitos	0	1	1
angels	18	26	44
angelsanddemons	0	1	1
anger	3	3	6
anget	0	1	1
anggie	0	1	1
anghys	0	1	1
angie	3	3	6
angielisa	1	0	1
angies	1	1	2
angiii	2	0	2
angin	0	1	1
angiogram	1	0	1
angize	1	0	1
angkatannya	0	1	1
angkot	0	1	1
angle	0	4	4
angles	1	0	1
angpao	0	1	1
angrily	0	2	2
angry	34	15	49
angryman	1	0	1
angrymarks	1	0	1
angst	0	2	2
anguish	2	0	2
angus	0	2	2
angwee	1	0	1
angyalf	0	1	1
anh	2	1	3
ani	0	1	1
anice	0	1	1
anika	0	1	1
animada	1	0	1
animal	13	14	27
animals	11	10	21
animaniacs	0	1	1
animate	1	0	1
animated	1	1	2
animation	4	4	8
animations	0	1	1
anime	2	4	6
animes	1	0	1
animid	0	1	1
anipals	1	1	2
anirudh	0	1	1
anita	3	3	6
aniversary	1	0	1
aniversery	0	1	1
anj	0	1	1
anja	0	1	1
anke	1	0	1
ankle	35	2	37
ankles	2	1	3
ankur	0	1	1
ann	3	4	7
anna	5	11	16
annabanana	0	1	1
annabelle	0	1	1
annable	0	1	1
annd	2	1	3
anndd	0	1	1
annddd	1	0	1
anndddd	1	0	1
anne	4	2	6
annette	0	1	1
annexx	1	0	1
anneyoung	1	0	1
anni	1	0	1
annie	3	6	9
annihilate	0	1	1
anniversary	11	30	41
annnd	1	0	1
annnie	1	0	1
annnieee	0	1	1
annnnnd	0	1	1
anno	1	0	1
annot	1	0	1
announce	4	11	15
announced	10	8	18
announcement	8	7	15
announcements	2	2	4
announcer	0	1	1
announces	1	0	1
announcing	3	3	6
annoy	3	3	6
annoyance	2	2	4
annoyed	43	6	49
annoyign	1	0	1
annoyin	0	2	2
annoying	58	35	93
annoyingg	1	0	1
annoyinggggggg	1	0	1
annoyingly	1	1	2
annoyingwould	1	0	1
annoys	6	3	9
anns	1	0	1
annual	3	6	9
anny	1	1	2
ano	2	2	4
anoche	0	1	1
anol	1	0	1
anomaly	1	0	1
anong	0	1	1
anonymous	1	2	3
anoon	1	0	1
anooo	0	1	1
anoop	3	6	9
anorexia	1	0	1
anot	1	0	1
another	427	323	750
anotherr	0	1	1
anough	1	0	1
anouncements	0	1	1
anout	1	0	1
anouying	1	0	1
anova	0	1	1
anoys	0	1	1
anre	0	1	1
ans	4	1	5
ansleis	1	0	1
ansted	1	0	1
ansu	0	1	1
answer	69	47	116
answere	0	1	1
answered	12	9	21
answereddennyphan	0	1	1
answerin	1	1	2
answering	8	7	15
answers	14	5	19
ant	7	4	11
antakya	0	1	1
antarctica	0	1	1
anteater	0	1	1
antebellum	0	1	1
antenatal	1	0	1
antennae	3	0	3
anterior	1	0	1
antes	0	1	1
anthea	0	1	1
anthem	2	5	7
anthems	1	0	1
anthm	0	1	1
anthony	2	8	10
anthropology	1	1	2
anths	0	1	1
anti	8	5	13
antibacterial	1	0	1
antibiotic	4	0	4
antibiotics	7	1	8
anticipate	1	1	2
anticipated	3	3	6
anticipating	0	2	2
anticipation	2	1	3
anticlimax	1	0	1
anticonformist	0	1	1
antics	1	1	2
antidrug	0	1	1
antiguan	1	0	1
antihistamine	1	0	1
antiks	1	0	1
antiobiotics	1	0	1
antique	5	0	5
antiques	0	2	2
antisocial	1	0	1
antivirus	2	0	2
antm	3	2	5
anton	1	2	3
antonio	4	4	8
antony	1	0	1
antoooine	0	1	1
ants	4	2	6
antsy	2	1	3
antwerp	0	1	1
anu	0	1	1
anum	0	1	1
anung	0	1	1
anutha	0	1	1
anv	1	0	1
anvaya	0	1	1
anvers	0	1	1
anvil	1	2	3
anwar	1	0	1
anwser	1	0	1
anwsers	0	1	1
anxiety	14	1	15
anxious	10	1	11
anxiously	1	2	3
any	476	295	771
anya	1	1	2
anyarticle	0	1	1
anybody	16	10	26
anyday	1	3	4
anyhoo	3	1	4
anyhow	3	3	6
anyhu	1	0	1
anymore	272	54	326
anymoree	1	0	1
anymoreee	2	0	2
anymusic	1	0	1
anynmore	0	1	1
anyone	191	165	356
anyones	1	0	1
anysleep	1	0	1
anythg	0	2	2
anythig	1	0	1
anythin	6	1	7
anything	258	135	393
anythingg	1	0	1
anythn	1	0	1
anythng	1	1	2
anytime	10	47	57
anywaqys	1	0	1
anyway	97	112	209
anyways	34	40	74
anywayy	1	0	1
anywayyyysss	1	0	1
anyweiz	0	1	1
anywhere	35	14	49
anywho	1	5	6
anywhoo	1	0	1
anywhooo	1	0	1
anyyything	1	0	1
anz	0	1	1
ao	4	0	4
aof	1	0	1
aoki	2	0	2
aol	0	1	1
aor	0	1	1
aoun	0	1	1
ap	13	14	27
apa	1	5	6
apache	1	0	1
apaga	1	0	1
apakabar	0	1	1
apakan	1	0	1
apanic	1	0	1
aparant	1	0	1
aparece	1	0	1
aparent	2	0	2
aparently	2	0	2
apart	33	13	46
apartment	32	15	47
apartments	0	4	4
apc	1	0	1
apch	0	1	1
ape	1	1	2
apes	0	2	2
apex	1	1	2
aphids	2	0	2
api	7	6	13
apis	1	0	1
aplaudam	1	0	1
aplications	1	0	1
apm	0	1	1
apnea	2	0	2
apns	1	0	1
apocalypse	2	1	3
apocalypto	1	0	1
apohhhh	1	0	1
apolgy	1	0	1
apoligise	0	1	1
apollo	0	1	1
apologetic	0	1	1
apologies	7	6	13
apologise	1	1	2
apologize	7	3	10
apologized	0	1	1
apologizes	1	0	1
apologizing	1	0	1
apology	1	1	2
apols	1	0	1
app	71	45	116
appalled	0	1	1
appalling	2	0	2
apparances	0	1	1
apparantly	3	0	3
apparel	0	1	1
apparenlty	1	0	1
apparent	7	0	7
apparently	109	38	147
appartment	1	0	1
appartments	1	0	1
appeal	2	1	3
appealing	5	0	5
appeals	0	1	1
appear	17	8	25
appearance	4	6	10
appearances	1	3	4
appeared	3	3	6
appearence	0	1	1
appearing	0	1	1
appears	15	5	20
appendix	0	1	1
appengine	1	0	1
apperently	2	1	3
apperiance	0	1	1
appetite	5	1	6
appetizer	0	1	1
appjet	0	1	1
applaud	0	1	1
applause	0	1	1
apple	68	49	117
applebee	0	3	3
applebees	2	3	5
applebottoms	1	0	1
applecare	0	1	1
apples	5	10	15
applesac	0	2	2
applesauce	2	0	2
appliance	0	1	1
appliances	0	1	1
applicable	1	0	1
application	15	9	24
applications	3	3	6
applied	7	7	14
applies	1	3	4
apply	15	7	22
applying	3	2	5
appointed	1	1	2
appointment	24	14	38
appointments	3	1	4
appointmentt	0	1	1
appprentice	0	1	1
appraisal	1	0	1
appraiser	0	1	1
apprecaite	0	1	1
appreciate	20	72	92
appreciated	3	27	30
appreciates	0	2	2
appreciating	0	1	1
appreciation	3	3	6
apprentic	1	0	1
apprentice	19	14	33
appretiated	0	1	1
apprised	1	0	1
approach	1	4	5
approaching	2	3	5
approching	0	1	1
appropriate	5	9	14
approval	5	1	6
approvals	1	1	2
approve	4	8	12
approved	6	8	14
approx	1	4	5
approximately	2	2	4
apps	30	18	48
appstore	2	1	3
appt	17	7	24
appulous	1	0	1
appy	0	1	1
apr	2	1	3
apreciat	0	1	1
apricot	0	1	1
apricots	1	0	1
april	13	17	30
aproaching	0	1	1
apron	1	0	1
aproveiteeeeeeeeeeeeeeeee	0	1	1
aps	1	0	1
apt	18	6	24
aptana	0	1	1
apts	1	0	1
apun	0	1	1
apush	1	1	2
aq	2	3	5
aqa	0	1	1
aqain	1	0	1
aqainst	0	1	1
aqu	1	0	1
aqua	1	4	5
aqualung	0	1	1
aquarium	2	2	4
aquatic	1	1	2
aquatica	0	1	1
aqui	0	1	1
ar	7	5	12
arab	1	0	1
arabia	0	1	1
arabic	3	2	5
arachnophobia	1	0	1
aral	0	1	1
aramco	1	0	1
aramex	0	1	1
arashiyama	0	1	1
arawak	1	0	1
arbitrary	1	0	1
arbor	0	2	2
arboretum	1	0	1
arbortions	1	0	1
arby	1	1	2
arbys	1	0	1
arc	0	1	1
arcade	1	3	4
arch	0	1	1
archaic	1	0	1
archangels	0	1	1
archavon	1	0	1
archer	0	1	1
archers	1	0	1
archery	1	0	1
archie	2	9	11
architects	0	1	1
architecture	3	1	4
archiva	1	0	1
archive	1	0	1
archived	0	1	1
archives	1	1	2
archu	1	0	1
archulet	0	1	1
archuleta	4	17	21
arcs	1	0	1
arctic	0	2	2
arditi	0	1	1
are	2273	3025	5298
area	36	33	69
aready	0	1	1
areas	1	2	3
aree	0	3	3
areee	0	2	2
areers	0	1	1
arelie	0	1	1
aren	1	0	1
arena	7	3	10
arent	29	9	38
arg	10	2	12
argent	1	0	1
argentina	5	11	16
argentinians	0	1	1
argg	3	0	3
arggg	1	0	1
argggg	1	0	1
arggh	0	1	1
argghh	1	0	1
argghhh	1	0	1
argh	77	10	87
arghgg	1	0	1
arghh	3	1	4
arghhh	12	3	15
arghhhh	1	0	1
arghhhhhhhhh	1	0	1
arghhhhhhhhhhhhhhhhhhhhhhh	0	1	1
argo	3	2	5
argos	0	2	2
args	0	1	1
argue	2	3	5
argued	0	1	1
argueing	1	0	1
arguement	1	0	1
arguements	0	1	1
arguin	1	0	1
arguing	8	2	10
argumemt	0	1	1
argument	6	4	10
argumentation	1	0	1
arguments	3	0	3
arguyles	1	0	1
arh	1	0	1
arhhh	0	2	2
ari	2	0	2
ariana	0	1	1
arianna	0	1	1
arianny	1	0	1
ariel	1	5	6
ariella	0	1	1
arielle	1	0	1
aries	0	3	3
arigato	0	2	2
arisen	0	1	1
arises	0	1	1
arithmetic	0	1	1
ariza	1	1	2
arizona	5	4	9
arj	1	1	2
ark	1	0	1
arkansas	2	1	3
arkham	0	1	1
arlene	1	1	2
arlicia	0	1	1
arlington	2	0	2
arlyn	0	1	1
arm	53	14	67
armada	1	0	1
armageddon	1	1	2
armagedon	0	1	1
armagh	1	0	1
armand	1	0	1
armando	0	1	1
armani	2	0	2
armed	0	1	1
armenia	2	0	2
armenian	0	1	1
armin	2	5	7
armm	1	0	1
armo	0	1	1
armor	0	2	2
armored	1	0	1
armourer	1	0	1
armpit	0	1	1
arms	28	15	43
army	13	13	26
arnd	2	0	2
arnica	1	0	1
arnican	0	2	2
arnie	0	1	1
arnold	2	2	4
arnt	2	2	4
aro	0	1	1
aromatics	0	1	1
aroud	3	0	3
around	226	230	456
aroundd	0	1	1
arounddd	1	0	1
arounf	1	0	1
aroung	1	1	2
aroused	0	1	1
arr	1	0	1
arrange	2	5	7
arranged	2	0	2
arrangement	3	0	3
arrangements	0	1	1
array	1	0	1
arrays	1	0	1
arre	0	1	1
arrears	0	1	1
arrest	3	1	4
arrested	4	6	10
arresting	1	0	1
arrgg	1	0	1
arrggg	2	0	2
arrgggghhh	1	0	1
arrggh	1	0	1
arrgghh	2	0	2
arrgghhh	0	1	1
arrgghhhggguuuiiissshhhh	1	0	1
arrgh	5	2	7
arrhh	2	0	2
arrid	1	0	1
arrington	0	2	2
arriva	1	0	1
arrival	3	4	7
arrive	19	10	29
arrived	28	31	59
arrives	5	5	10
arriving	4	6	10
arrogant	1	0	1
arron	0	1	1
arrow	0	2	2
arrowhead	1	0	1
arroz	1	0	1
arrrfggfds	1	0	1
arrrg	2	0	2
arrrgggh	1	0	1
arrrgghhhh	1	0	1
arrrgh	1	0	1
arrrghh	1	0	1
arrrrgggg	1	0	1
arrrrgh	2	1	3
arrrrrrrgggggggghhhhhhhh	1	0	1
ars	1	0	1
arse	9	10	19
arsed	3	3	6
arsehole	1	0	1
arseholes	2	0	2
arsenal	1	0	1
arses	2	0	2
art	35	50	85
artana	1	0	1
artbook	1	0	1
artery	1	0	1
artfire	1	1	2
arthritic	1	0	1
arthritis	0	1	1
arthur	2	5	7
article	13	34	47
articles	6	11	17
articlesbase	0	1	1
artie	0	1	1
artificial	0	1	1
artificially	1	0	1
artikelnya	1	0	1
artis	0	1	1
artisian	0	1	1
artist	5	17	22
artistic	0	2	2
artistry	0	1	1
artists	8	10	18
artkamp	1	0	1
arts	4	7	11
artsy	1	2	3
artt	1	0	1
arttiles	0	1	1
artwork	3	5	8
arua	1	0	1
aruba	1	0	1
arundel	1	0	1
arvo	2	2	4
arwen	0	1	1
aryans	0	2	2
as	942	1054	1996
asa	2	0	2
asad	0	1	1
asada	1	3	4
asahi	0	1	1
asante	0	2	2
asap	22	18	40
asbos	1	0	1
ascii	0	1	1
ascot	4	1	5
asda	4	4	8
asdfgh	1	0	1
asdfghjkl	2	0	2
asdkndfdriohdg	1	0	1
asence	1	0	1
asesinas	0	1	1
asgj	1	0	1
asgnmnt	1	0	1
ash	14	5	19
ashame	1	0	1
ashamed	18	4	22
ashanti	0	1	1
asher	1	1	2
ashes	4	2	6
asheville	1	0	1
ashhhhh	1	0	1
ashington	1	1	2
ashlea	1	0	1
ashlee	2	2	4
ashleigh	0	2	2
ashley	13	24	37
ashleys	0	3	3
ashleyyy	0	1	1
ashlie	0	1	1
ashly	0	1	1
ashminov	1	0	1
ashore	0	1	1
ashton	3	5	8
ashweee	0	1	1
ashy	1	0	1
ashya	1	0	1
asi	0	1	1
asia	5	4	9
asiaaa	1	0	1
asiaaaaaa	1	0	1
asiago	1	0	1
asian	15	9	24
asians	1	1	2
aside	6	3	9
asimov	0	1	1
asjhdkjgh	1	0	1
ask	62	106	168
askars	1	0	1
askboutme	0	1	1
askd	2	0	2
asked	40	49	89
askin	3	4	7
asking	32	39	71
askingfortrouble	0	1	1
askkkkkk	0	1	1
askn	0	1	1
asks	7	11	18
asleep	146	57	203
aslo	0	1	1
asos	3	0	3
asot	2	14	16
asp	3	2	5
asparagus	2	1	3
aspect	1	1	2
aspects	0	1	1
aspensive	1	0	1
asperger	1	0	1
aspergers	0	1	1
aspherical	1	0	1
asphyxiation	1	0	1
aspirating	1	0	1
aspire	2	3	5
aspirin	4	1	5
aspiring	0	2	2
asprin	1	0	1
aspy	1	0	1
asr	1	0	1
ass	122	92	214
assasination	1	0	1
assassin	1	2	3
assassinate	1	0	1
assassinating	0	1	1
assassination	1	1	2
assassinations	1	0	1
assassins	2	1	3
assault	0	1	1
assed	3	0	3
assemble	1	0	1
assembled	2	0	2
assemblies	0	1	1
assembling	1	0	1
assembly	6	5	11
assertions	0	1	1
asses	5	0	5
assesment	1	0	1
assess	0	1	1
assessment	5	2	7
assessments	0	1	1
assessor	1	0	1
asset	1	0	1
assets	1	0	1
asshats	1	0	1
asshell	1	0	1
asshole	11	4	15
assholes	3	3	6
assie	0	1	1
assigned	1	1	2
assignement	1	0	1
assignment	26	15	41
assignments	23	2	25
assignmentsss	1	0	1
assingment	1	1	2
assist	3	1	4
assistance	2	4	6
assistant	3	2	5
assistants	0	1	1
assistent	0	1	1
assman	0	1	1
assoc	1	0	1
associate	0	2	2
associates	2	0	2
associating	1	0	1
association	0	3	3
associations	1	0	1
assom	0	1	1
assorted	1	0	1
assploded	1	0	1
asss	1	0	1
assume	4	7	11
assumed	3	1	4
assuming	6	8	14
assure	2	6	8
assured	1	0	1
ast	0	1	1
astd	3	0	3
asteptam	0	1	1
asterix	1	0	1
asthetics	0	1	1
asthma	8	0	8
asthmatic	0	1	1
asti	1	0	1
astley	0	1	1
aston	0	2	2
astonishing	1	0	1
astons	1	0	1
astor	1	1	2
astoria	1	0	1
astounding	0	1	1
astra	1	0	1
astrid	0	1	1
astringent	0	1	1
astrology	1	1	2
astrologyzone	0	1	1
astronaut	1	2	3
astronomy	0	1	1
astros	2	0	2
asu	1	1	2
asus	0	1	1
aswel	0	1	1
aswell	21	13	34
asyek	0	1	1
asylm	3	2	5
asylum	1	5	6
asynchronous	0	1	1
at	3116	2435	5551
ata	0	1	1
atandt	23	4	27
atas	0	1	1
atashinchi	1	0	1
atc	0	1	1
atcha	0	5	5
atcually	0	1	1
ate	108	51	159
ateeyalail	1	0	1
atempting	1	0	1
ateneo	1	0	1
atg	0	1	1
ath	0	1	1
atheist	0	2	2
atheists	0	1	1
athena	0	1	1
athens	5	2	7
athfest	1	0	1
athlete	0	3	3
athletes	1	0	1
athletic	1	1	2
athletics	0	1	1
athlon	1	0	1
athon	0	1	1
athsma	1	0	1
ati	0	1	1
ation	1	0	1
atki	0	1	1
atkins	1	0	1
atkinson	1	0	1
atl	31	14	45
atlanta	12	11	23
atlantean	0	1	1
atlantic	5	4	9
atlantica	1	0	1
atlantis	2	1	3
atlassiansummit	0	1	1
atleast	25	18	43
atm	34	17	51
atmedia	2	0	2
atmosphere	3	7	10
atmostphere	0	1	1
ato	1	0	1
atom	0	1	1
atomic	1	0	1
atown	0	1	1
atreply	0	1	1
atreyu	1	0	1
atrocities	1	0	1
atrophy	1	0	1
atropolis	0	1	1
ats	0	2	2
att	3	3	6
attach	1	1	2
attached	6	6	12
attachements	0	1	1
attachment	0	1	1
attachments	2	0	2
attack	22	11	33
attacked	5	1	6
attacking	2	2	4
attacks	5	0	5
attacs	1	0	1
attal	1	0	1
attemp	0	1	1
attempt	18	18	36
attempted	2	0	2
attemptin	1	0	1
attempting	11	9	20
attempts	3	3	6
attemting	1	0	1
attend	20	11	31
attendance	2	1	3
attendant	1	1	2
attendants	0	1	1
attended	2	6	8
attendee	1	2	3
attendence	0	1	1
attending	7	10	17
attenshun	0	1	1
attention	20	19	39
attenuation	1	0	1
attic	1	0	1
attilla	0	1	1
attire	2	1	3
attitude	2	8	10
attitudes	1	1	2
attleboro	0	1	1
attn	2	1	3
attorneys	0	1	1
attract	1	4	5
attracted	0	1	1
attraction	0	2	2
attractive	5	1	6
attributed	1	0	1
attrociously	1	0	1
atts	1	1	2
attwy	0	1	1
atumble	1	0	1
atunci	0	1	1
atx	0	1	1
au	3	12	15
aube	0	1	1
aubrey	3	2	5
aubrianna	1	0	1
aubs	0	1	1
auburn	1	3	4
auch	4	6	10
auckland	1	2	3
auction	7	2	9
auctions	0	1	1
auctiva	1	0	1
aud	0	1	1
audacious	0	1	1
audacity	0	1	1
audaicity	0	1	1
audi	0	2	2
audiance	1	0	1
audience	5	7	12
audio	9	14	23
audioboo	0	1	1
audiobook	1	2	3
audiobooking	0	1	1
audiobooks	0	1	1
audit	1	0	1
auditing	2	0	2
audition	9	6	15
auditioned	0	1	1
auditioning	0	2	2
auditions	3	2	5
auditorium	0	2	2
audits	1	0	1
audrey	1	1	2
audreys	1	0	1
audrina	0	1	1
auf	0	3	3
aug	6	5	11
augh	5	0	5
aughh	1	1	2
august	38	25	63
augusta	1	0	1
augusten	1	0	1
augusto	0	1	1
aul	0	1	1
aula	1	0	1
aumentar	0	1	1
aunk	1	0	1
aunnie	1	0	1
aunt	17	20	37
auntie	5	3	8
aunties	0	2	2
aunts	2	1	3
aunty	1	3	4
aur	0	1	1
aural	2	0	2
aurelia	0	1	1
aurelio	0	1	1
aurelius	0	1	1
aurell	1	0	1
aurora	1	1	2
aus	8	5	13
ausiello	0	1	1
ausserdem	1	0	1
aussi	0	1	1
aussie	5	14	19
aussieland	1	0	1
aussies	1	2	3
aussome	0	1	1
aust	0	1	1
austin	19	14	33
austira	1	0	1
australia	37	37	74
australian	5	9	14
australians	0	1	1
austria	2	4	6
austrian	0	1	1
ausyland	1	0	1
auteur	0	1	1
auth	1	0	1
authentic	1	5	6
authenticating	1	0	1
authentication	1	1	2
author	1	4	5
authorised	1	0	1
authorities	1	0	1
authority	0	1	1
authors	1	3	4
autism	0	1	1
autistic	1	0	1
auto	8	8	16
autobahn	0	1	1
autoblogs	0	1	1
autobot	1	0	1
autocad	0	1	1
autocomplete	0	1	1
autocorrect	0	1	1
autograph	6	9	15
autographed	1	1	2
autographs	0	1	1
automata	1	0	1
automated	1	2	3
automateit	1	0	1
automatic	2	3	5
automatically	3	6	9
automator	0	1	1
autoreturn	1	0	1
autotune	1	1	2
autotuning	0	1	1
autotweeted	1	0	1
autumn	1	6	7
auugghhh	1	0	1
auuuuuuuuuuugh	1	0	1
aux	2	1	3
auz	0	1	1
auzzies	0	1	1
av	6	6	12
ava	2	0	2
avacado	1	0	1
avaible	1	0	1
avail	7	2	9
availability	1	0	1
available	44	26	70
avalaible	0	1	1
avalanche	0	1	1
avalanches	0	1	1
avalon	1	0	1
avatar	16	17	33
avatars	0	4	4
avaya	1	0	1
avcon	1	0	1
ave	7	8	15
avec	1	0	1
aveda	1	1	2
aveeno	0	1	1
aventura	1	0	1
avenue	0	7	7
avenues	0	1	1
average	10	5	15
averages	1	0	1
averaging	2	0	2
averted	1	4	5
avi	1	5	6
avial	2	0	2
aviation	0	2	2
aviators	0	1	1
avid	0	1	1
aving	0	1	1
avis	1	0	1
aviv	0	3	3
avoid	18	7	25
avoided	2	1	3
avoiding	6	4	10
avoids	0	1	1
avor	1	0	1
avp	1	0	1
avril	0	2	2
aw	177	66	243
awaay	1	0	1
awads	1	0	1
await	0	4	4
awaited	0	2	2
awaiting	7	4	11
awaits	4	2	6
awake	131	71	202
awakee	1	0	1
awaken	3	1	4
awakened	0	3	3
awakening	1	2	3
award	6	15	21
awarded	0	1	1
awards	43	115	158
awardss	1	1	2
aware	6	6	12
awareness	1	3	4
away	436	174	610
aways	2	0	2
awe	25	18	43
awee	0	1	1
aweee	1	0	1
aweeee	1	2	3
aweeesome	1	1	2
aweeh	0	1	1
aweek	1	0	1
aweful	2	0	2
awefull	1	0	1
awehhhh	0	1	1
aweseome	0	1	1
aweshume	0	1	1
awesom	1	0	1
awesomazing	1	0	1
awesome	211	733	944
awesomebuck	0	1	1
awesomee	0	3	3
awesomeee	0	3	3
awesomeeee	0	1	1
awesomeeeeee	0	1	1
awesomeeeeeeeeeeeeeeeeeeeee	0	1	1
awesomeface	0	1	1
awesomehr	1	0	1
awesomely	1	0	1
awesomeness	4	11	15
awesomenesses	0	1	1
awesomepants	0	1	1
awesomesauce	0	1	1
awesomesauceee	1	0	1
awesomest	1	6	7
awesomeupdater	0	2	2
awesomewm	1	0	1
awesomness	2	1	3
awesum	0	3	3
awful	71	8	79
awfull	1	0	1
awfully	6	0	6
awh	17	12	29
awhh	2	1	3
awhhh	1	2	3
awhhk	1	0	1
awhile	30	16	46
awhille	0	1	1
awk	1	1	2
awkard	2	0	2
awkward	8	12	20
awkwarddd	0	1	1
awkwardddddd	0	1	1
awkwardness	1	1	2
awl	0	1	1
awoke	0	1	1
awoken	1	1	2
awready	0	1	1
awright	1	0	1
aws	0	1	1
awse	0	1	1
awsome	3	22	25
awsomely	0	1	1
awsum	0	1	1
awt	1	0	1
awtz	1	0	1
awu	1	0	1
aww	270	155	425
awwe	1	1	2
awwee	0	1	1
awweeee	1	0	1
awwh	1	3	4
awwhh	1	0	1
awwiee	0	1	1
awww	50	31	81
awwwe	1	0	1
awwweeesoome	0	1	1
awwww	16	10	26
awwwww	1	0	1
awwwwww	0	1	1
ax	6	0	6
axam	1	0	1
axe	1	0	1
axed	2	1	3
axel	1	1	2
axes	2	0	2
axioo	0	1	1
axis	1	0	1
axl	0	2	2
axolotl	1	0	1
ay	4	6	10
aya	1	1	2
ayaaati	1	0	1
ayam	1	1	2
ayaw	0	1	1
ayayayaayy	1	0	1
aydens	1	0	1
aye	5	12	17
ayee	2	1	3
ayeee	0	2	2
ayer	1	0	1
